A0A0H2VCA1	PGA_scaffold53906__1_contigs__length_4067:460-2508	Autotransporter adhesin UpaG
Q8R0Z6	PGA_scaffold79319__1_contigs__length_3089:2626-2866	Angiopoietin-related protein 6 (Angiopoietin-like protein 6) (Angiopoietin-related growth factor)
Q8R149	PGA_scaffold24803__1_contigs__length_1097:215-885	BUD13 homolog
Q8R149	PGA_scaffold26686__1_contigs__length_1798:1078-1672	BUD13 homolog
Q8R149	PGA_scaffold26686__1_contigs__length_1798:128-521	BUD13 homolog
Q8R149	PGA_scaffold64521__1_contigs__length_4981:3594-4065	BUD13 homolog
Q8R151	PGA_scaffold57160__1_contigs__length_5159:433-778	NFX1-type zinc finger-containing protein 1
Q8R151	PGA_scaffold58611__1_contigs__length_10473:5414-6236	NFX1-type zinc finger-containing protein 1
Q8R151	PGA_scaffold69907__1_contigs__length_8697:311-1112	NFX1-type zinc finger-containing protein 1
Q8R151	PGA_scaffold857__1_contigs__length_19352:3176-6874	NFX1-type zinc finger-containing protein 1
Q8R179	PGA_scaffold293157__1_contigs__length_3382:2170-2773	Kelch repeat and BTB domain-containing protein 4 (BTB and kelch domain-containing protein 4)
Q8R179	PGA_scaffold293161__1_contigs__length_3382:609-1212	Kelch repeat and BTB domain-containing protein 4 (BTB and kelch domain-containing protein 4)
Q8R179	PGA_scaffold295675__1_contigs__length_3382:2170-2773	Kelch repeat and BTB domain-containing protein 4 (BTB and kelch domain-containing protein 4)
Q8R179	PGA_scaffold295679__1_contigs__length_3382:609-1212	Kelch repeat and BTB domain-containing protein 4 (BTB and kelch domain-containing protein 4)
Q8R1C6	PGA_scaffold44309__1_contigs__length_12292:4033-12089	Methyltransferase-like protein 22 (EC 2.1.1.-)
Q8R1F9	PGA_scaffold38865__1_contigs__length_23962:12353-21131	Ribonuclease P protein subunit p40 (RNaseP protein p40) (EC 3.1.26.5)
Q8R1F9	PGA_scaffold55226__1_contigs__length_24483:3354-11132	Ribonuclease P protein subunit p40 (RNaseP protein p40) (EC 3.1.26.5)
Q8R1Q3	PGA_scaffold261337__1_contigs__length_1021:0-441	Angiopoietin-related protein 7 (Angiopoietin-like protein 7)
Q8R1Q3	PGA_scaffold261340__1_contigs__length_1021:580-1021	Angiopoietin-related protein 7 (Angiopoietin-like protein 7)
Q8R1Q3	PGA_scaffold261448__1_contigs__length_1021:0-441	Angiopoietin-related protein 7 (Angiopoietin-like protein 7)
Q8R1Q3	PGA_scaffold261450__1_contigs__length_1021:580-1021	Angiopoietin-related protein 7 (Angiopoietin-like protein 7)
Q8R1V4	PGA_scaffold12__71_contigs__length_50438331:16438244-16456002	Transmembrane emp24 domain-containing protein 4 (Endoplasmic reticulum stress-response protein 25) (ERS25) (p24 family protein alpha-3) (p24alpha3) (p26)
Q8R1Z9	PGA_scaffold78678__1_contigs__length_16417:102-16417	RING finger protein 121
Q8R1Z9	PGA_scaffold78679__1_contigs__length_16408:102-16408	RING finger protein 121
Q8R1Z9	PGA_scaffold78680__1_contigs__length_16417:0-16315	RING finger protein 121
Q8R1Z9	PGA_scaffold78681__1_contigs__length_16408:0-16306	RING finger protein 121
Q8R216	PGA_scaffold6__104_contigs__length_61759565:52999835-53009320	NAD-dependent protein lipoamidase sirtuin-4, mitochondrial (EC 3.5.1.-) (NAD-dependent ADP-ribosyltransferase sirtuin-4) (EC 2.4.2.-) (NAD-dependent protein deacetylase sirtuin-4) (EC 3.5.1.-) (Regulatory protein SIR2 homolog 4) (SIR2-like protein 4)
Q8R2J9	PGA_scaffold6__104_contigs__length_61759565:33284639-33297193	DNA repair protein RAD51 homolog 3 (R51H3) (RAD51 homolog C) (RAD51-like protein 2)
Q8R2L5	PGA_scaffold12__71_contigs__length_50438331:3338885-3342044	28S ribosomal protein S18c, mitochondrial (MRP-S18-c) (Mrps18-c) (S18mt-c) (28S ribosomal protein S18-1, mitochondrial) (MRP-S18-1)
Q8R2M0	PGA_scaffold62990__1_contigs__length_12685:1567-12072	Transcription elongation factor A N-terminal and central domain-containing protein 2
Q8R2P1	PGA_scaffold68419__1_contigs__length_27677:12261-14874	Kelch-like protein 25 (Ectoderm-neural cortex protein 2) (ENC-2)
Q8R323	PGA_scaffold4__129_contigs__length_65288255:32465925-32475988	Replication factor C subunit 3 (Activator 1 38 kDa subunit) (A1 38 kDa subunit) (Activator 1 subunit 3) (Replication factor C 38 kDa subunit) (RF-C 38 kDa subunit) (RFC38)
Q8R367	PGA_scaffold3__111_contigs__length_57743597:1065723-1067967	Ras-related and estrogen-regulated growth inhibitor
Q8R367	PGA_scaffold3__111_contigs__length_57743597:19973237-19976257	Ras-related and estrogen-regulated growth inhibitor
Q8R367	PGA_scaffold3__111_contigs__length_57743597:964304-966524	Ras-related and estrogen-regulated growth inhibitor
Q8R3B7	PGA_scaffold12__71_contigs__length_50438331:43106357-43120797	Bromodomain-containing protein 8
Q8R3C6	PGA_scaffold12__71_contigs__length_50438331:50050667-50057114	Probable RNA-binding protein 19 (RNA-binding motif protein 19)
Q8R3L2	PGA_scaffold31708__1_contigs__length_19432:3247-16862	Transcription factor 25 (TCF-25) (Nuclear localized protein 1)
Q8R3P2	PGA_scaffold6__104_contigs__length_61759565:21472576-21480810	Probable E3 ubiquitin-protein ligase DTX2 (EC 2.3.2.27) (Protein deltex-2) (Deltex2) (mDTX2) (RING-type E3 ubiquitin transferase DTX2)
Q8R3P7	PGA_scaffold24529__1_contigs__length_12785:5393-12425	Clusterin-associated protein 1
Q8R422	PGA_scaffold209694__1_contigs__length_2910:1015-1363	CD109 antigen (GPI-anchored alpha-2 macroglobulin-related protein) (CD antigen CD109)
Q8R422	PGA_scaffold209696__1_contigs__length_2910:1547-1895	CD109 antigen (GPI-anchored alpha-2 macroglobulin-related protein) (CD antigen CD109)
Q8R422	PGA_scaffold209698__1_contigs__length_2835:884-1208	CD109 antigen (GPI-anchored alpha-2 macroglobulin-related protein) (CD antigen CD109)
Q8R422	PGA_scaffold209702__1_contigs__length_2835:1627-1951	CD109 antigen (GPI-anchored alpha-2 macroglobulin-related protein) (CD antigen CD109)
Q8R422	PGA_scaffold220810__1_contigs__length_2910:1015-1363	CD109 antigen (GPI-anchored alpha-2 macroglobulin-related protein) (CD antigen CD109)
Q8R422	PGA_scaffold220812__1_contigs__length_2910:1547-1895	CD109 antigen (GPI-anchored alpha-2 macroglobulin-related protein) (CD antigen CD109)
Q8R422	PGA_scaffold220814__1_contigs__length_2835:884-1208	CD109 antigen (GPI-anchored alpha-2 macroglobulin-related protein) (CD antigen CD109)
Q8R422	PGA_scaffold220818__1_contigs__length_2835:1627-1951	CD109 antigen (GPI-anchored alpha-2 macroglobulin-related protein) (CD antigen CD109)
Q8R422	PGA_scaffold4__129_contigs__length_65288255:35203047-35212569	CD109 antigen (GPI-anchored alpha-2 macroglobulin-related protein) (CD antigen CD109)
Q8R481	PGA_scaffold3__111_contigs__length_57743597:54078706-54092107	Lactoperoxidase (LPO) (EC 1.11.1.7) (Lacrimal gland peroxidase)
Q8R4G9	PGA_scaffold12__71_contigs__length_50438331:49046586-49047318	Neuronal acetylcholine receptor subunit alpha-3
Q8R4G9	PGA_scaffold6__104_contigs__length_61759565:15821137-15822487	Neuronal acetylcholine receptor subunit alpha-3
Q8R4V5	PGA_scaffold4__129_contigs__length_65288255:2327961-2335292	Oncoprotein-induced transcript 3 protein (Liver-specific zona pellucida domain-containing protein)
Q8R4Y4	PGA_scaffold67986__1_contigs__length_3677:542-2043	Stabilin-1 (Fasciclin, EGF-like, laminin-type EGF-like and link domain-containing scavenger receptor 1) (FEEL-1)
Q8R5C5	PGA_scaffold12__71_contigs__length_50438331:10888768-10893388	Beta-centractin (Actin-related protein 1B) (ARP1B)
Q8R5H6	PGA_scaffold3__111_contigs__length_57743597:1783729-1799330	Wiskott-Aldrich syndrome protein family member 1 (WASP family protein member 1) (Protein WAVE-1)
Q8R7C8	PGA_scaffold12__71_contigs__length_50438331:38587380-38593762	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (BPG-dependent PGAM) (PGAM) (Phosphoglyceromutase) (dPGM) (EC 5.4.2.11)
Q8RA32	PGA_scaffold4__129_contigs__length_65288255:17947234-17960553	DNA polymerase III PolC-type (PolIII) (EC 2.7.7.7)
Q8RA94	PGA_scaffold6__104_contigs__length_61759565:14048902-14053226	Polyamine aminopropyltransferase 1 (Putrescine aminopropyltransferase) (PAPT) (Spermidine synthase) (SPDS) (SPDSY) (EC 2.5.1.16)
Q8RXU4	PGA_scaffold111667__1_contigs__length_5369:153-2279	Probable low-specificity L-threonine aldolase 1 (EC 4.1.2.48) (Threonine aldolase 1)
Q8RXU4	PGA_scaffold111669__1_contigs__length_5369:3090-5216	Probable low-specificity L-threonine aldolase 1 (EC 4.1.2.48) (Threonine aldolase 1)
Q8RY25	PGA_scaffold112721__1_contigs__length_1132:747-1128	Nuclear pore complex protein NUP98A (Nucleoporin 98A) (Nucleoporin autopeptidase)
Q8RY25	PGA_scaffold112723__1_contigs__length_1132:4-385	Nuclear pore complex protein NUP98A (Nucleoporin 98A) (Nucleoporin autopeptidase)
Q8RY25	PGA_scaffold113351__1_contigs__length_1132:747-1128	Nuclear pore complex protein NUP98A (Nucleoporin 98A) (Nucleoporin autopeptidase)
Q8RY25	PGA_scaffold113355__1_contigs__length_1132:4-385	Nuclear pore complex protein NUP98A (Nucleoporin 98A) (Nucleoporin autopeptidase)
Q8RY25	PGA_scaffold177072__1_contigs__length_6455:5760-6427	Nuclear pore complex protein NUP98A (Nucleoporin 98A) (Nucleoporin autopeptidase)
Q8RY25	PGA_scaffold177072__1_contigs__length_6455:6036-6441	Nuclear pore complex protein NUP98A (Nucleoporin 98A) (Nucleoporin autopeptidase)
Q8RY25	PGA_scaffold177073__1_contigs__length_6455:14-419	Nuclear pore complex protein NUP98A (Nucleoporin 98A) (Nucleoporin autopeptidase)
Q8RY25	PGA_scaffold177073__1_contigs__length_6455:28-695	Nuclear pore complex protein NUP98A (Nucleoporin 98A) (Nucleoporin autopeptidase)
Q8RY25	PGA_scaffold30057__1_contigs__length_7912:2409-3191	Nuclear pore complex protein NUP98A (Nucleoporin 98A) (Nucleoporin autopeptidase)
Q8RY25	PGA_scaffold60530__1_contigs__length_3821:3554-3818	Nuclear pore complex protein NUP98A (Nucleoporin 98A) (Nucleoporin autopeptidase)
Q8RY25	PGA_scaffold61871__1_contigs__length_10436:9641-10418	Nuclear pore complex protein NUP98A (Nucleoporin 98A) (Nucleoporin autopeptidase)
Q8RY25	PGA_scaffold70013__1_contigs__length_13162:49-505	Nuclear pore complex protein NUP98A (Nucleoporin 98A) (Nucleoporin autopeptidase)
Q8RY25	PGA_scaffold73201__1_contigs__length_19416:303-804	Nuclear pore complex protein NUP98A (Nucleoporin 98A) (Nucleoporin autopeptidase)
Q8SPP7	PGA_scaffold71755__1_contigs__length_38511:10630-17493	Peptidoglycan recognition protein 1 (Oligosaccharide-binding protein) (OBP) (Peptidoglycan recognition protein short) (PGRP-S)
Q8SPX7	PGA_scaffold3__111_contigs__length_57743597:37844827-37852327	Lambda-crystallin homolog (EC 1.1.1.45) (L-gulonate 3-dehydrogenase) (Gul3DH)
Q8SWN8	PGA_scaffold28783__1_contigs__length_14046:12757-12859	Actin
Q8SWN8	PGA_scaffold31680__1_contigs__length_13804:12025-12127	Actin
Q8SWR3	PGA_scaffold12__71_contigs__length_50438331:16899691-16900759	Sex peptide receptor
Q8SWR3	PGA_scaffold12__71_contigs__length_50438331:17970265-17971270	Sex peptide receptor
Q8SWR3	PGA_scaffold292237__1_contigs__length_3118:1330-2617	Sex peptide receptor
Q8SWR3	PGA_scaffold292243__1_contigs__length_3118:1330-2617	Sex peptide receptor
Q8SWR3	PGA_scaffold292253__1_contigs__length_3118:501-1788	Sex peptide receptor
Q8SWR3	PGA_scaffold292259__1_contigs__length_3118:501-1788	Sex peptide receptor
Q8SWR3	PGA_scaffold3__111_contigs__length_57743597:4334361-4334862	Sex peptide receptor
Q8SWR3	PGA_scaffold56729__1_contigs__length_10098:7162-8164	Sex peptide receptor
Q8SWR3	PGA_scaffold60289__1_contigs__length_78725:25964-26930	Sex peptide receptor
Q8SWR3	PGA_scaffold60412__1_contigs__length_79597:26288-26786	Sex peptide receptor
Q8SWR3	PGA_scaffold67261__1_contigs__length_29079:6290-7610	Sex peptide receptor
Q8SWR3	PGA_scaffold68026__1_contigs__length_8625:2189-3461	Sex peptide receptor
Q8SWR3	PGA_scaffold72726__1_contigs__length_8512:432-1650	Sex peptide receptor
Q8T0S6	PGA_scaffold163769__1_contigs__length_21960:6471-21828	Serine/threonine-protein kinase hippo (EC 2.7.11.1) (Drosophila homolog of MST1 and MST2) (STE20-like kinase MST) (dMST)
Q8T0S6	PGA_scaffold163776__1_contigs__length_21960:132-15489	Serine/threonine-protein kinase hippo (EC 2.7.11.1) (Drosophila homolog of MST1 and MST2) (STE20-like kinase MST) (dMST)
Q8T112	PGA_scaffold293810__1_contigs__length_9370:2050-7965	Cerebrin prohormone [Cleaved into: Cerebrin]
Q8T112	PGA_scaffold293811__1_contigs__length_9370:2050-7965	Cerebrin prohormone [Cleaved into: Cerebrin]
Q8T112	PGA_scaffold293812__1_contigs__length_9370:1405-7320	Cerebrin prohormone [Cleaved into: Cerebrin]
Q8T112	PGA_scaffold293813__1_contigs__length_9370:1405-7320	Cerebrin prohormone [Cleaved into: Cerebrin]
Q8T112	PGA_scaffold293818__1_contigs__length_13992:2076-7677	Cerebrin prohormone [Cleaved into: Cerebrin]
Q8T112	PGA_scaffold293819__1_contigs__length_13992:2076-7677	Cerebrin prohormone [Cleaved into: Cerebrin]
Q8T112	PGA_scaffold293822__1_contigs__length_13992:6315-11916	Cerebrin prohormone [Cleaved into: Cerebrin]
Q8T112	PGA_scaffold293823__1_contigs__length_13992:6315-11916	Cerebrin prohormone [Cleaved into: Cerebrin]
Q8T2K9	PGA_scaffold4__129_contigs__length_65288255:49238558-49253282	Malate synthase (EC 2.3.3.9)
Q8T869	PGA_scaffold627__1_contigs__length_16330:2016-16301	Luminal-binding protein 2 (BiP 2)
Q8TAD2	PGA_scaffold6__104_contigs__length_61759565:14192114-14192645	Interleukin-17D (IL-17D) (Interleukin-27) (IL-27)
Q8TAM1	PGA_scaffold192187__1_contigs__length_3615:318-3614	Bardet-Biedl syndrome 10 protein
Q8TAM1	PGA_scaffold192188__1_contigs__length_4264:969-4263	Bardet-Biedl syndrome 10 protein
Q8TAM1	PGA_scaffold192192__1_contigs__length_3615:1-3297	Bardet-Biedl syndrome 10 protein
Q8TAM1	PGA_scaffold192193__1_contigs__length_4264:1-3295	Bardet-Biedl syndrome 10 protein
Q8TAM2	PGA_scaffold28511__1_contigs__length_16145:6190-13591	Tetratricopeptide repeat protein 8 (TPR repeat protein 8) (Bardet-Biedl syndrome 8 protein)
Q8TB03	PGA_scaffold18__69_contigs__length_27737463:22269111-22290545	Uncharacterized protein CXorf38
Q8TB03	PGA_scaffold59686__1_contigs__length_38175:23863-24502	Uncharacterized protein CXorf38
Q8TB03	PGA_scaffold6__104_contigs__length_61759565:49703895-49704546	Uncharacterized protein CXorf38
Q8TB03	PGA_scaffold71686__1_contigs__length_54590:49704-53773	Uncharacterized protein CXorf38
Q8TB37	PGA_scaffold31569__1_contigs__length_15265:0-5870	Iron-sulfur protein NUBPL (IND1 homolog) (Nucleotide-binding protein-like) (huInd1)
Q8TB45	PGA_scaffold35149__1_contigs__length_12643:1951-8414	DEP domain-containing mTOR-interacting protein (DEP domain-containing protein 6)
Q8TB92	PGA_scaffold91479__1_contigs__length_3874:164-3607	3-hydroxymethyl-3-methylglutaryl-CoA lyase, cytoplasmic (EC 4.1.3.4) (3-hydroxymethyl-3-methylglutaryl-CoA lyase-like protein 1) (Endoplasmic reticulum 3-hydroxymethyl-3-methylglutaryl-CoA lyase) (er-cHL)
Q8TB92	PGA_scaffold91484__1_contigs__length_3874:267-3710	3-hydroxymethyl-3-methylglutaryl-CoA lyase, cytoplasmic (EC 4.1.3.4) (3-hydroxymethyl-3-methylglutaryl-CoA lyase-like protein 1) (Endoplasmic reticulum 3-hydroxymethyl-3-methylglutaryl-CoA lyase) (er-cHL)
Q8TB92	PGA_scaffold94947__1_contigs__length_3874:164-3607	3-hydroxymethyl-3-methylglutaryl-CoA lyase, cytoplasmic (EC 4.1.3.4) (3-hydroxymethyl-3-methylglutaryl-CoA lyase-like protein 1) (Endoplasmic reticulum 3-hydroxymethyl-3-methylglutaryl-CoA lyase) (er-cHL)
Q8TB92	PGA_scaffold94948__1_contigs__length_3874:267-3710	3-hydroxymethyl-3-methylglutaryl-CoA lyase, cytoplasmic (EC 4.1.3.4) (3-hydroxymethyl-3-methylglutaryl-CoA lyase-like protein 1) (Endoplasmic reticulum 3-hydroxymethyl-3-methylglutaryl-CoA lyase) (er-cHL)
Q8TBB0	PGA_scaffold174486__1_contigs__length_8969:5788-7377	THAP domain-containing protein 6
Q8TBB0	PGA_scaffold174487__1_contigs__length_8969:1592-3181	THAP domain-containing protein 6
Q8TBB0	PGA_scaffold177693__1_contigs__length_8969:5788-7377	THAP domain-containing protein 6
Q8TBB0	PGA_scaffold177695__1_contigs__length_8969:1592-3181	THAP domain-containing protein 6
Q8TBB0	PGA_scaffold20933__1_contigs__length_10869:7235-8811	THAP domain-containing protein 6
Q8TBB0	PGA_scaffold49241__1_contigs__length_3061:216-1771	THAP domain-containing protein 6
Q8TBB0	PGA_scaffold55164__1_contigs__length_8148:6676-8148	THAP domain-containing protein 6
Q8TBB0	PGA_scaffold58106__1_contigs__length_15949:7096-8665	THAP domain-containing protein 6
Q8TBB0	PGA_scaffold68042__1_contigs__length_43179:21256-22828	THAP domain-containing protein 6
Q8TBB0	PGA_scaffold72707__1_contigs__length_20113:47-1622	THAP domain-containing protein 6
Q8TBZ8	PGA_scaffold39107__1_contigs__length_3753:2889-3706	Zinc finger protein 564
Q8TBZ8	PGA_scaffold39736__1_contigs__length_3361:2006-2468	Zinc finger protein 564
Q8TBZ8	PGA_scaffold39736__1_contigs__length_3361:2386-2773	Zinc finger protein 564
Q8TBZ8	PGA_scaffold65267__1_contigs__length_2185:1-546	Zinc finger protein 564
Q8TBZ8	PGA_scaffold65267__1_contigs__length_2185:1142-1562	Zinc finger protein 564
Q8TC21	PGA_scaffold18__69_contigs__length_27737463:12048774-12064358	Zinc finger protein 596
Q8TC21	PGA_scaffold39736__1_contigs__length_3361:3040-3345	Zinc finger protein 596
Q8TD17	PGA_scaffold67685__1_contigs__length_28168:268-589	Zinc finger protein 398 (Zinc finger DNA-binding protein p52/p71)
Q8TD23	PGA_scaffold60092__1_contigs__length_22393:1839-10595	Zinc finger protein 675 (TRAF6-binding zinc finger protein) (TRAF6-inhibitory zinc finger protein)
Q8TD57	PGA_scaffold11805__1_contigs__length_7189:1361-1739	Dynein heavy chain 3, axonemal (Axonemal beta dynein heavy chain 3) (HsADHC3) (Ciliary dynein heavy chain 3) (Dnahc3-b)
Q8TD57	PGA_scaffold239500__1_contigs__length_10436:2796-3655	Dynein heavy chain 3, axonemal (Axonemal beta dynein heavy chain 3) (HsADHC3) (Ciliary dynein heavy chain 3) (Dnahc3-b)
Q8TD57	PGA_scaffold239501__1_contigs__length_10436:6781-7640	Dynein heavy chain 3, axonemal (Axonemal beta dynein heavy chain 3) (HsADHC3) (Ciliary dynein heavy chain 3) (Dnahc3-b)
Q8TD57	PGA_scaffold239504__1_contigs__length_10872:2806-3705	Dynein heavy chain 3, axonemal (Axonemal beta dynein heavy chain 3) (HsADHC3) (Ciliary dynein heavy chain 3) (Dnahc3-b)
Q8TD57	PGA_scaffold239507__1_contigs__length_10872:7167-8066	Dynein heavy chain 3, axonemal (Axonemal beta dynein heavy chain 3) (HsADHC3) (Ciliary dynein heavy chain 3) (Dnahc3-b)
Q8TD57	PGA_scaffold246223__1_contigs__length_10436:2796-3655	Dynein heavy chain 3, axonemal (Axonemal beta dynein heavy chain 3) (HsADHC3) (Ciliary dynein heavy chain 3) (Dnahc3-b)
Q8TD57	PGA_scaffold246226__1_contigs__length_10872:2806-3705	Dynein heavy chain 3, axonemal (Axonemal beta dynein heavy chain 3) (HsADHC3) (Ciliary dynein heavy chain 3) (Dnahc3-b)
Q8TD57	PGA_scaffold246227__1_contigs__length_10436:6781-7640	Dynein heavy chain 3, axonemal (Axonemal beta dynein heavy chain 3) (HsADHC3) (Ciliary dynein heavy chain 3) (Dnahc3-b)
Q8TD57	PGA_scaffold246230__1_contigs__length_10872:7167-8066	Dynein heavy chain 3, axonemal (Axonemal beta dynein heavy chain 3) (HsADHC3) (Ciliary dynein heavy chain 3) (Dnahc3-b)
Q8TDB6	PGA_scaffold100355__1_contigs__length_8344:117-7062	E3 ubiquitin-protein ligase DTX3L (EC 2.3.2.27) (B-lymphoma- and BAL-associated protein) (Protein deltex-3-like) (RING-type E3 ubiquitin transferase DTX3L) (Rhysin-2) (Rhysin2)
Q8TDB6	PGA_scaffold100356__1_contigs__length_8344:1282-8227	E3 ubiquitin-protein ligase DTX3L (EC 2.3.2.27) (B-lymphoma- and BAL-associated protein) (Protein deltex-3-like) (RING-type E3 ubiquitin transferase DTX3L) (Rhysin-2) (Rhysin2)
Q8TDB6	PGA_scaffold100357__1_contigs__length_4275:520-2419	E3 ubiquitin-protein ligase DTX3L (EC 2.3.2.27) (B-lymphoma- and BAL-associated protein) (Protein deltex-3-like) (RING-type E3 ubiquitin transferase DTX3L) (Rhysin-2) (Rhysin2)
Q8TDB6	PGA_scaffold100361__1_contigs__length_4275:1856-3755	E3 ubiquitin-protein ligase DTX3L (EC 2.3.2.27) (B-lymphoma- and BAL-associated protein) (Protein deltex-3-like) (RING-type E3 ubiquitin transferase DTX3L) (Rhysin-2) (Rhysin2)
Q8TDB6	PGA_scaffold101005__1_contigs__length_8344:117-7062	E3 ubiquitin-protein ligase DTX3L (EC 2.3.2.27) (B-lymphoma- and BAL-associated protein) (Protein deltex-3-like) (RING-type E3 ubiquitin transferase DTX3L) (Rhysin-2) (Rhysin2)
Q8TDB6	PGA_scaffold101006__1_contigs__length_8344:1282-8227	E3 ubiquitin-protein ligase DTX3L (EC 2.3.2.27) (B-lymphoma- and BAL-associated protein) (Protein deltex-3-like) (RING-type E3 ubiquitin transferase DTX3L) (Rhysin-2) (Rhysin2)
