#
# Output is generated by GenSAS 7.x-5.0
#
#name     : mRNA
#start    : Start of alignment in subject
#end      : End of alignment in subject
#m_start  : Start of alignment in query
#m_end    : End of alignment in query
#al       : Alignment length
#score    : Row score of the match
#evalue   : E value of the match
#identity : Percentage of identical matches
mame	start	end	score	Accession	match_desc	m_start	m_end	E-value	identity	al
19763-Caligus.00g183280.m01	292	370	187	XP_011707025.1	PREDICTED: uncharacterized protein LOC105462195 [Wasmannia auropunctata]	4	70	3.01383e-16	45.57	79
19763-Caligus.00g183290.m01	146	209	191	XP_018307614.1	PREDICTED: uncharacterized protein LOC108725224 [Trachymyrmex zeteki]	3	67	2.16418e-17	52.31	65
19763-Caligus.00g183300.m01	141	303	350	XP_017786785.1	PREDICTED: synaptic functional regulator FMR1-like isoform X3 [Nicrophorus vespilloides]	5	156	6.9325e-37	44.79	163
19763-Caligus.00g183330.m01	1	86	358	XP_012266254.1	YEATS domain-containing protein 4 [Athalia rosae]	1	84	3.24685e-42	77.91	86
19763-Caligus.00g183350.m01	52	112	218	XP_023338162.1	elongin-B-like [Eurytemora affinis]	1	63	1.07393e-22	65.08	63
19763-Caligus.00g183410.m01	421	602	306	XP_017760513.1	PREDICTED: solute carrier organic anion transporter family member 4A1 isoform X2 [Eufriesea mexicana]	4	177	2.0387e-30	39.89	188
19763-Caligus.00g183440.m01	155	677	1604	XP_023322636.1	intron-binding protein aquarius-like [Eurytemora affinis]	1	520	0	56.82	528
19763-Caligus.00g183450.m01	830	1154	1096	XP_003725465.1	PREDICTED: LOW QUALITY PROTEIN: intron-binding protein aquarius [Strongylocentrotus purpuratus]	1	305	5.58972e-133	66.46	325
19763-Caligus.00g183460.m01	544	1204	462	XP_023241283.1	LOW QUALITY PROTEIN: uncharacterized protein LOC111639618 [Centruroides sculpturatus]	3	166	3.9822e-51	54.88	164
19763-Caligus.00g183480.m01	532	596	219	XP_003703292.1	PREDICTED: N-alpha-acetyltransferase 15, NatA auxiliary subunit [Megachile rotundata]	1	65	4.2628e-20	67.69	65
19763-Caligus.00g183500.m01	180	287	426	XP_009051049.1	hypothetical protein LOTGIDRAFT_114414 [Lottia gigantea]	1	108	3.20825e-50	67.59	108
19763-Caligus.00g183510.m01	1	93	431	XP_026280257.1	flap endonuclease 1-like [Frankliniella occidentalis]	1	94	3.33334e-51	86.17	94
19763-Caligus.00g183540.m01	150	214	177	XP_023225692.1	tigger transposable element-derived protein 2-like [Centruroides sculpturatus]	3	68	3.64479e-15	50.00	66
19763-Caligus.00g183550.m01	66	158	193	XP_013100063.1	PREDICTED: ATP synthase subunit d, mitochondrial [Stomoxys calcitrans]	1	92	2.15416e-17	40.86	93
19763-Caligus.00g183570.m01	11	97	222	XP_018916768.1	PREDICTED: histone acetyltransferase KAT8 [Bemisia tabaci]	2	90	1.94093e-20	53.93	89
19763-Caligus.00g183580.m01	1	361	894	XP_018494502.1	PREDICTED: ran-binding protein 9 [Galendromus occidentalis]	1	348	1.52296e-116	50.00	364
19763-Caligus.00g183590.m01	83	191	212	XP_018360127.1	PREDICTED: uncharacterized protein LOC108759269 [Trachymyrmex cornetzi]	1	106	6.8881e-20	46.79	109
19763-Caligus.00g183600.m01	112	662	277	XP_023320678.1	gastrula zinc finger protein xFG20-1-like [Eurytemora affinis]	53	147	7.33739e-27	52.69	93
19763-Caligus.00g183610.m01	308	433	251	XP_023320678.1	gastrula zinc finger protein xFG20-1-like [Eurytemora affinis]	17	145	1.56173e-23	41.09	129
19763-Caligus.00g183620.m01	107	674	317	XP_023320678.1	gastrula zinc finger protein xFG20-1-like [Eurytemora affinis]	9	115	5.26814e-32	64.04	89
19763-Caligus.00g183630.m01	66	148	246	XP_014772885.1	PREDICTED: uncharacterized protein LOC106871098 [Octopus bimaculoides]	1	78	1.7058e-25	51.81	83
19763-Caligus.00g183640.m01	195	672	983	XP_021950334.1	peroxidasin homolog [Folsomia candida]	1	455	1.59797e-124	42.86	483
19763-Caligus.00g183650.m01	4	93	144	XP_018025258.1	PREDICTED: uncharacterized protein LOC108680853 [Hyalella azteca]	16	110	1.93092e-09	35.79	95
19763-Caligus.00g183660.m01	413	512	148	XP_026315748.1	uncharacterized protein LOC113227090 [Hyposmocoma kahamanoa]	49	149	2.14758e-09	42.57	101
19763-Caligus.00g183680.m01	118	617	236	XP_023325504.1	uncharacterized protein LOC111699147 [Eurytemora affinis]	1	56	8.71356e-23	81.13	53
19763-Caligus.00g183690.m01	53	646	1243	XP_023325504.1	uncharacterized protein LOC111699147 [Eurytemora affinis]	82	360	1.92274e-159	77.45	306
19763-Caligus.00g183700.m01	106	219	326	XP_014772885.1	PREDICTED: uncharacterized protein LOC106871098 [Octopus bimaculoides]	2	115	6.50137e-37	51.75	114
19763-Caligus.00g183710.m01	269	370	255	XP_021364454.1	uncharacterized protein K02A2.6-like [Mizuhopecten yessoensis]	1	102	1.13731e-24	43.14	102
19763-Caligus.00g183720.m01	155	249	194	XP_023325138.1	uncharacterized protein LOC111698896 [Eurytemora affinis]	1	97	4.75005e-16	41.24	97
19763-Caligus.00g183730.m01	3826	4640	1636	XP_015909114.1	E3 ubiquitin-protein ligase MYCBP2 [Parasteatoda tepidariorum]	1	713	0	46.52	834
19763-Caligus.00g183740.m01	2988	3629	706	XP_019882259.2	E3 ubiquitin-protein ligase highwire isoform X2 [Camponotus floridanus]	111	750	3.91884e-76	35.15	697
19763-Caligus.00g183760.m01	13	101	141	XP_011135173.1	uncharacterized protein LOC105180667 [Harpegnathos saltator]	5	89	1.48383e-09	32.58	89
19763-Caligus.00g183770.m01	746	915	294	XP_002430461.1	highwire, putative [Pediculus humanus corporis]	1	177	1.19477e-28	37.91	182
19763-Caligus.00g183790.m01	44	117	220	XP_018497747.1	PREDICTED: protein FAM60A [Galendromus occidentalis]	1	74	1.02557e-20	55.41	74
19763-Caligus.00g183800.m01	1348	1423	342	XP_023327394.1	ATP-binding cassette sub-family A member 2-like [Eurytemora affinis]	1	76	1.07477e-36	76.32	76
19763-Caligus.00g183810.m01	1188	1341	508	XP_023327394.1	ATP-binding cassette sub-family A member 2-like [Eurytemora affinis]	3	156	7.68811e-58	63.64	154
19763-Caligus.00g183840.m01	840	926	230	XP_023327394.1	ATP-binding cassette sub-family A member 2-like [Eurytemora affinis]	20	94	1.76454e-21	54.02	87
19763-Caligus.00g183850.m01	333	453	141	XP_023327394.1	ATP-binding cassette sub-family A member 2-like [Eurytemora affinis]	1	134	9.2819e-09	32.35	136
19763-Caligus.00g183860.m01	1058	1103	186	XP_015791387.1	ATP-binding cassette sub-family A member 7 [Tetranychus urticae]	1	46	7.82811e-16	71.74	46
19763-Caligus.00g183880.m01	37	501	304	XP_023345331.1	uncharacterized protein LOC111714457 isoform X2 [Eurytemora affinis]	41	499	2.98762e-27	28.12	480
19763-Caligus.00g183890.m01	248	323	263	XP_025997123.1	uncharacterized protein LOC113005585, partial [Solenopsis invicta]	2	77	5.39889e-26	64.47	76
19763-Caligus.00g183900.m01	16	110	183	XP_014768890.1	PREDICTED: uncharacterized protein LOC106868207 [Octopus bimaculoides]	1	95	1.68728e-16	42.11	95
19763-Caligus.00g183920.m01	113	1267	3004	XP_017466677.1	PREDICTED: uncharacterized protein LOC108359355 [Rhagoletis zephyria]	18	1116	0	50.04	1177
19763-Caligus.00g183930.m01	3	1072	2892	XP_023340630.1	structural maintenance of chromosomes protein 1A-like [Eurytemora affinis]	7	1055	0	61.72	1071
19763-Caligus.00g183980.m01	236	386	430	XP_023322395.1	arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1-like [Eurytemora affinis]	1	149	5.62819e-50	54.97	151
19763-Caligus.00g183990.m01	341	455	392	XP_023211292.1	zinc finger BED domain-containing protein 5-like [Centruroides sculpturatus]	1	117	1.93231e-43	61.54	117
19763-Caligus.00g184000.m01	247	297	179	XP_023332071.1	homeobox protein CDX-1-like isoform X2 [Eurytemora affinis]	1	51	7.54646e-15	62.75	51
19763-Caligus.00g184040.m01	239	321	270	XP_015378605.1	PREDICTED: uncharacterized protein KIAA1586-like, partial [Diuraphis noxia]	3	85	1.04022e-27	60.24	83
19763-Caligus.00g184050.m01	11	303	500	XP_003744201.1	PREDICTED: uncharacterized protein LOC100902024 [Galendromus occidentalis]	10	301	1.3562e-58	36.15	296
19763-Caligus.00g184060.m01	156	255	285	XP_015755058.1	PREDICTED: uncharacterized protein LOC107334619 [Acropora digitifera]	1	99	1.40023e-30	53.00	100
19763-Caligus.00g184100.m01	191	288	428	XP_023343711.1	sodium channel protein para-like, partial [Eurytemora affinis]	1	98	3.44028e-48	82.65	98
19763-Caligus.00g184130.m01	16	64	138	XP_019886946.1	PREDICTED: uncharacterized protein LOC109610920 [Ooceraea biroi]	5	53	2.89893e-09	55.10	49
19763-Caligus.00g184150.m01	148	244	163	XP_023243692.1	uncharacterized protein LOC111641714 [Centruroides sculpturatus]	1	93	7.63253e-13	38.14	97
19763-Caligus.00g184160.m01	272	321	175	XP_011135173.1	uncharacterized protein LOC105180667 [Harpegnathos saltator]	57	106	1.83559e-13	60.00	50
19763-Caligus.00g184220.m01	1	580	936	XP_021922448.1	dihydropyrimidinase isoform X6 [Zootermopsis nevadensis]	32	590	4.78984e-117	38.36	584
19763-Caligus.00g184230.m01	191	310	273	XP_023335750.1	39S ribosomal protein L19, mitochondrial-like [Eurytemora affinis]	1	118	4.64079e-28	42.50	120
19763-Caligus.00g184240.m01	56	135	256	XP_026497484.1	39S ribosomal protein L19, mitochondrial [Vanessa tameamea]	32	109	1.09686e-25	56.25	80
19763-Caligus.00g184260.m01	63	144	155	XP_022253130.1	mitochondrial import receptor subunit TOM22 homolog [Limulus polyphemus]	116	197	5.72269e-11	45.12	82
19763-Caligus.00g184270.m01	33	286	544	XP_023036614.1	uncharacterized protein LOC111519529 isoform X1 [Drosophila willistoni]	1	255	2.43133e-66	48.25	257
19763-Caligus.00g184310.m01	93	162	158	XP_023036615.1	uncharacterized protein LOC111519529 isoform X2 [Drosophila willistoni]	3	72	2.79272e-12	42.86	70
19763-Caligus.00g184320.m01	190	284	225	XP_011135173.1	uncharacterized protein LOC105180667 [Harpegnathos saltator]	2	92	8.14586e-21	43.16	95
19763-Caligus.00g184340.m01	143	346	193	XP_022807246.1	uncharacterized protein LOC111344293 [Stylophora pistillata]	126	313	1.04129e-13	29.61	206
19763-Caligus.00g184350.m01	909	1058	317	XP_013385929.1	uncharacterized protein K02A2.6-like [Lingula anatina]	15	159	4.69037e-32	43.71	151
19763-Caligus.00g184400.m01	254	343	141	XP_023337753.1	uncharacterized protein LOC111708568 [Eurytemora affinis]	3	80	1.26603e-09	39.56	91
19763-Caligus.00g184420.m01	91	196	171	XP_023332149.1	FMRFamide receptor-like [Eurytemora affinis]	7	105	2.22627e-13	39.25	107
19763-Caligus.00g184430.m01	27	222	192	XP_026323160.1	protein GVQW3-like [Hyposmocoma kahamanoa]	2	195	1.14784e-15	27.86	201
19763-Caligus.00g184450.m01	1	179	423	XP_012563107.1	PREDICTED: uncharacterized protein LOC101236621, partial [Hydra vulgaris]	52	222	8.20315e-43	40.22	179
19763-Caligus.00g184460.m01	230	480	779	XP_012557549.1	PREDICTED: uncharacterized protein K02A2.6-like [Hydra vulgaris]	7	254	1.83688e-97	57.37	251
19763-Caligus.00g184470.m01	82	133	159	XP_023335223.1	decaprenyl-diphosphate synthase subunit 1-like [Eurytemora affinis]	1	52	1.4245e-12	57.69	52
19763-Caligus.00g184480.m01	86	182	301	XP_002413673.1	geranylgeranyl pyrophosphate synthase/polyprenyl synthetase, putative, partial [Ixodes scapularis]	1	97	8.4574e-34	63.92	97
19763-Caligus.00g184520.m01	56	206	333	XP_025161392.1	uncharacterized protein LOC112590067 [Harpegnathos saltator]	4	131	7.94925e-38	44.37	151
19763-Caligus.00g184530.m01	10	115	142	XP_011135173.1	uncharacterized protein LOC105180667 [Harpegnathos saltator]	2	103	2.51931e-09	31.78	107
19763-Caligus.00g184540.m01	5	234	290	XP_014777903.1	PREDICTED: uncharacterized protein LOC106874624 isoform X1 [Octopus bimaculoides]	1	222	7.53883e-29	35.19	233
19763-Caligus.00g184550.m01	248	312	229	XP_014775258.1	PREDICTED: uncharacterized protein LOC106872695 [Octopus bimaculoides]	3	67	2.89328e-22	56.92	65
19763-Caligus.00g184640.m01	60	158	150	XP_009021978.1	hypothetical protein HELRODRAFT_176266 [Helobdella robusta]	9	105	2.15216e-10	37.00	100
19763-Caligus.00g184660.m01	87	189	439	XP_018360127.1	PREDICTED: uncharacterized protein LOC108759269 [Trachymyrmex cornetzi]	54	156	2.19779e-53	71.84	103
19763-Caligus.00g184670.m01	1	132	162	XP_017470992.1	PREDICTED: uncharacterized protein LOC108362494 isoform X2 [Rhagoletis zephyria]	1	129	1.00416e-11	35.34	133
19763-Caligus.00g184680.m01	32	312	152	XP_023228664.1	histone-lysine N-methyltransferase SETMAR-like [Centruroides sculpturatus]	48	309	4.99009e-09	24.22	289
19763-Caligus.00g184690.m01	366	1091	1723	XP_021370583.1	uncharacterized protein K02A2.6-like isoform X2 [Mizuhopecten yessoensis]	217	944	0	46.10	731
19763-Caligus.00g184700.m01	64	157	151	XP_002630073.1	Hypothetical protein CBG13452 [Caenorhabditis briggsae]	13	105	6.01947e-11	35.11	94
19763-Caligus.00g184710.m01	273	317	127	XP_011863810.1	PREDICTED: uncharacterized protein LOC105559817 [Vollenhovia emeryi]	7	51	3.8154e-08	53.33	45
19763-Caligus.00g184780.m01	215	314	438	XP_023704088.1	tyrosine-protein kinase ABL1 [Cryptotermes secundus]	1	100	1.88787e-49	73.00	100
19763-Caligus.00g184790.m01	335	716	536	XP_018006743.1	PREDICTED: uncharacterized protein LOC108664630 [Hyalella azteca]	4	414	4.88462e-59	32.69	416
19763-Caligus.00g184810.m01	24	124	248	XP_023343615.1	ER membrane protein complex subunit 8/9 homolog [Eurytemora affinis]	8	106	2.70072e-25	47.06	102
19763-Caligus.00g184820.m01	143	204	133	XP_022191171.1	ER membrane protein complex subunit 8/9 homolog isoform X2 [Nilaparvata lugens]	16	79	9.21192e-09	43.75	64
19763-Caligus.00g184850.m01	415	807	1228	XP_023235341.1	superkiller viralicidic activity 2-like 2 [Centruroides sculpturatus]	1	399	2.99423e-158	64.00	400
19763-Caligus.00g184860.m01	221	374	647	XP_018907500.1	PREDICTED: superkiller viralicidic activity 2-like 2 [Bemisia tabaci]	1	151	2.49115e-77	80.00	155
19763-Caligus.00g184870.m01	100	219	443	XP_023325191.1	superkiller viralicidic activity 2-like 2 isoform X2 [Eurytemora affinis]	14	133	3.53152e-49	73.33	120
19763-Caligus.00g184900.m01	566	619	178	XP_023018272.1	uncharacterized protein LOC111507216 [Leptinotarsa decemlineata]	46	99	4.06749e-14	61.11	54
19763-Caligus.00g184910.m01	355	584	397	XP_018006743.1	PREDICTED: uncharacterized protein LOC108664630 [Hyalella azteca]	26	269	2.35744e-41	37.30	244
19763-Caligus.00g184920.m01	1	477	875	XP_012280482.1	dihydropyrimidinase isoform X2 [Orussus abietinus]	44	499	1.10012e-108	41.88	480
19763-Caligus.00g184930.m01	207	319	355	XP_023939637.1	fragile X mental retardation syndrome-related protein 1 isoform X2 [Bicyclus anynana]	89	201	1.88127e-35	59.29	113
19763-Caligus.00g184950.m01	169	231	127	XP_014759738.1	uncharacterized protein Dana_GF26712 [Drosophila ananassae]	1	63	2.91058e-08	39.68	63
19763-Caligus.00g184960.m01	39	274	479	XP_023332793.1	cyclin-Q-like [Eurytemora affinis]	14	247	5.02038e-57	40.76	238
19763-Caligus.00g184990.m01	197	325	159	XP_015794241.1	histone-lysine N-methyltransferase SETMAR-like [Tetranychus urticae]	1	132	3.32658e-11	33.33	132
19763-Caligus.00g185000.m01	10	116	133	XP_026315161.1	protein GVQW3-like [Hyposmocoma kahamanoa]	4	111	1.61699e-08	31.48	108
19763-Caligus.00g185010.m01	15	641	526	XP_015758992.1	PREDICTED: RNA-directed DNA polymerase from mobile element jockey-like [Acropora digitifera]	25	634	1.40796e-54	26.97	634
19763-Caligus.00g185020.m01	15	641	538	XP_015758992.1	PREDICTED: RNA-directed DNA polymerase from mobile element jockey-like [Acropora digitifera]	25	634	3.56021e-56	27.29	634
19763-Caligus.00g185050.m01	766	852	242	XP_014286670.1	uncharacterized protein LOC106687351 isoform X2 [Halyomorpha halys]	1	87	3.34454e-23	52.87	87
19763-Caligus.00g185060.m01	645	745	215	XP_023344438.1	mediator of RNA polymerase II transcription subunit 12-like [Eurytemora affinis]	14	102	4.60044e-19	45.54	101
19763-Caligus.00g185110.m01	166	216	222	XP_023339791.1	troponin T-like isoform X3 [Eurytemora affinis]	14	64	2.49418e-21	82.35	51
19763-Caligus.00g185160.m01	909	1286	207	XP_023326343.1	trafficking protein particle complex subunit 8-like isoform X1 [Eurytemora affinis]	21	413	6.52819e-15	27.82	417
19763-Caligus.00g185170.m01	13	115	374	XP_023335774.1	golgin subfamily A member 7-like [Eurytemora affinis]	37	137	1.15414e-44	63.11	103
19763-Caligus.00g185190.m01	373	427	126	XP_023328502.1	transcription factor E2F8-like [Eurytemora affinis]	1	60	3.1891e-07	54.10	61
19763-Caligus.00g185210.m01	855	904	129	XP_008196887.1	PREDICTED: cold shock domain-containing protein E1 [Tribolium castaneum]	18	70	1.66854e-07	47.17	53
19763-Caligus.00g185220.m01	638	1200	1576	XP_023330097.1	cold shock domain-containing protein E1-like [Eurytemora affinis]	1	533	0	59.72	571
19763-Caligus.00g185250.m01	114	211	375	XP_023327511.1	NADP-dependent malic enzyme-like isoform X1 [Eurytemora affinis]	1	98	2.75036e-41	72.45	98
19763-Caligus.00g185270.m01	126	300	767	XP_025109457.1	ADP,ATP carrier protein-like [Pomacea canaliculata]	1	174	2.26573e-101	82.29	175
19763-Caligus.00g185280.m01	253	346	341	XP_022239009.1	isobutyryl-CoA dehydrogenase, mitochondrial-like isoform X3 [Limulus polyphemus]	1	94	8.78137e-38	68.09	94
19763-Caligus.00g185310.m01	332	397	136	XP_002741914.1	PREDICTED: 5'-nucleotidase-like [Saccoglossus kowalevskii]	4	59	2.59787e-09	43.94	66
19763-Caligus.00g185320.m01	1	251	710	XP_023338136.1	LOW QUALITY PROTEIN: uncharacterized protein LOC111708861 [Eurytemora affinis]	1	226	2.24389e-85	56.57	251
19763-Caligus.00g185330.m01	908	1010	172	XP_002040135.1	GM15515 [Drosophila sechellia]	2	121	3.69009e-13	41.13	124
19763-Caligus.00g185340.m01	1956	2114	367	XP_023323167.1	protein KIAA0100-like isoform X1 [Eurytemora affinis]	1	162	1.00373e-38	50.90	167
19763-Caligus.00g185370.m01	10	220	239	XP_018311841.1	PREDICTED: uncharacterized protein LOC108727992 [Trachymyrmex zeteki]	2	187	8.10228e-23	30.81	211
19763-Caligus.00g185380.m01	118	198	306	XP_009014849.1	hypothetical protein HELRODRAFT_184669 [Helobdella robusta]	1	81	2.90372e-34	65.43	81
19763-Caligus.00g185390.m01	55	203	283	XP_013402477.1	fragile X mental retardation syndrome-related protein 1-like isoform X3 [Lingula anatina]	1	155	1.23539e-27	40.65	155
19763-Caligus.00g185420.m01	55	203	283	XP_013402477.1	fragile X mental retardation syndrome-related protein 1-like isoform X3 [Lingula anatina]	1	155	1.23539e-27	40.65	155
19763-Caligus.00g185460.m01	105	236	498	XP_021375285.1	queuine tRNA-ribosyltransferase catalytic subunit 1-like [Mizuhopecten yessoensis]	1	134	2.04483e-60	69.40	134
19763-Caligus.00g185490.m01	1	123	327	XP_023341159.1	uncharacterized protein LOC111711133 [Eurytemora affinis]	51	174	1.09369e-35	55.65	124
19763-Caligus.00g185510.m01	9	293	694	XP_019886946.1	PREDICTED: uncharacterized protein LOC109610920 [Ooceraea biroi]	1	278	1.48557e-88	47.02	285
19763-Caligus.00g185570.m01	445	516	180	XP_023717825.1	ankyrin repeat domain-containing protein SOWAHB [Cryptotermes secundus]	1	63	1.29026e-14	54.17	72
19763-Caligus.00g185590.m01	566	634	151	XP_023323898.1	signal recognition particle subunit SRP72-like isoform X4 [Eurytemora affinis]	2	60	9.1362e-11	44.29	70
19763-Caligus.00g185630.m01	39	172	289	XP_009028452.1	hypothetical protein HELRODRAFT_180908 [Helobdella robusta]	4	135	7.50357e-29	44.44	135
19763-Caligus.00g185650.m01	123	209	126	XP_022194387.1	synaptic functional regulator FMR1 isoform X1 [Nilaparvata lugens]	2	88	3.89807e-07	37.08	89
19763-Caligus.00g185660.m01	8	140	267	XP_019886946.1	PREDICTED: uncharacterized protein LOC109610920 [Ooceraea biroi]	2	135	8.69149e-27	45.52	134
19763-Caligus.00g185670.m01	566	619	162	XP_023018272.1	uncharacterized protein LOC111507216 [Leptinotarsa decemlineata]	39	86	4.09411e-12	57.41	54
19763-Caligus.00g185690.m01	438	731	347	XP_025268586.1	uncharacterized protein LOC112639318 [Camponotus floridanus]	5	298	5.4266e-33	30.30	297
19763-Caligus.00g185740.m01	768	883	194	XP_018353726.1	PREDICTED: uncharacterized protein LOC108755300 [Trachymyrmex septentrionalis]	31	157	1.27746e-15	36.22	127
19763-Caligus.00g185760.m01	137	255	142	XP_011707025.1	PREDICTED: uncharacterized protein LOC105462195 [Wasmannia auropunctata]	3	121	3.26769e-09	30.25	119
19763-Caligus.00g185780.m01	68	184	197	XP_014097288.1	PREDICTED: uncharacterized protein LOC106622593 [Bactrocera oleae]	486	592	5.60764e-15	33.90	118
19763-Caligus.00g185790.m01	110	204	184	XP_014791233.1	PREDICTED: uncharacterized protein LOC106884392 [Octopus bimaculoides]	4	98	1.20678e-15	40.00	95
19763-Caligus.00g185830.m01	66	274	794	XP_023346112.1	tubulin polyglutamylase TTLL5-like [Eurytemora affinis]	1	210	5.68135e-104	73.93	211
19763-Caligus.00g185870.m01	161	225	179	XP_014759738.1	uncharacterized protein Dana_GF26712 [Drosophila ananassae]	7	71	2.99785e-15	52.31	65
19763-Caligus.00g185890.m01	525	655	386	XP_003377890.1	7 transmembrane receptor [Trichinella spiralis]	1	131	1.25003e-41	48.85	131
19763-Caligus.00g185900.m01	122	213	236	XP_018307614.1	PREDICTED: uncharacterized protein LOC108725224 [Trachymyrmex zeteki]	60	151	7.32163e-23	55.43	92
